theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9987868985038415
0.575,0.9987868985038415
0.6,0.997573797007683
0.625,0.9955519611807522
0.65,0.9955519611807522
0.675,0.9939344925192074
0.7,0.9931257581884351
0.725,0.9927213910230489
0.75,0.9923170238576627
0.775,0.9902951880307319
0.8,0.9890820865345734
0.825,0.9886777193691872
0.8500000000000001,0.9870602507076426
0.875,0.9866558835422564
0.9,0.9854427820460978
0.925,0.9830165790537808
0.95,0.9797816417306915
0.9750000000000001,0.9725030327537404
1.0,0.0
