theta,ratio above
0.5,1.0
0.525,0.997573797007683
0.55,0.9971694298422968
0.575,0.9971694298422968
0.6,0.9943388596845936
0.625,0.9923170238576627
0.65,0.9898908208653457
0.675,0.9874646178730287
0.7,0.9862515163768703
0.725,0.9854427820460978
0.75,0.9822078447230085
0.775,0.9801860088960777
0.8,0.978568540234533
0.825,0.976546704407602
0.8500000000000001,0.9745248685806712
0.875,0.9720986655883542
0.9,0.9704811969268096
0.925,0.966841892438334
0.95,0.9640113222806308
0.9750000000000001,0.9547108774767489
1.0,0.0
