theta,F1 above
0.5,0.9977678571428571
0.525,0.9977628635346756
0.55,0.9977628635346756
0.575,0.9977628635346756
0.6,0.9977578475336324
0.625,0.9977578475336324
0.65,0.9977578475336324
0.675,0.9977528089887641
0.7,0.9977426636568849
0.725,0.9977375565610859
0.75,0.9977375565610859
0.775,0.9977324263038548
0.8,0.9988571428571429
0.825,0.9988465974625144
0.8500000000000001,0.9988358556461001
0.875,0.9988249118683901
0.9,0.9988109393579072
0.925,0.9987995198079231
0.95,1.0
0.9750000000000001,1.0
1.0,1.0
