theta,F1 above
0.5,0.9666283084004603
0.525,0.9666283084004603
0.55,0.967741935483871
0.575,0.9676674364896074
0.6,0.9699074074074074
0.625,0.97196261682243
0.65,0.97196261682243
0.675,0.9741176470588235
0.7,0.9741176470588235
0.725,0.9740566037735848
0.75,0.9740566037735848
0.775,0.9739952718676121
0.8,0.9762470308788599
0.825,0.9772455089820359
0.8500000000000001,0.9783653846153846
0.875,0.9795427196149218
0.9,0.9794437726723095
0.925,0.9805825242718447
0.95,0.9816849816849818
0.9750000000000001,0.9864029666254636
1.0,1.0
