theta,F1 above
0.5,0.6406015037593984
0.525,0.6382978723404255
0.55,0.6370597243491578
0.575,0.6377708978328174
0.6,0.640746500777605
0.625,0.6394984326018809
0.65,0.6383647798742138
0.675,0.6434231378763867
0.7,0.6453674121405751
0.725,0.6505636070853462
0.75,0.6503267973856209
0.775,0.646566164154104
0.8,0.6464646464646465
0.825,0.6463620981387479
0.8500000000000001,0.6484641638225256
0.875,0.6483704974271013
0.9,0.6467486818980668
0.925,0.6488413547237076
0.95,0.6507352941176471
0.9750000000000001,0.6573705179282868
1.0,1.0
