theta,ratio above
0.5,1.0
0.525,0.9971694298422968
0.55,0.9943388596845936
0.575,0.9915082895268904
0.6,0.9866558835422564
0.625,0.9830165790537808
0.65,0.98099474322685
0.675,0.9793772745653053
0.7,0.976546704407602
0.725,0.9737161342498989
0.75,0.9680549939344926
0.775,0.9664375252729478
0.8,0.9615851192883138
0.825,0.9579458147998382
0.8500000000000001,0.9530934088152042
0.875,0.9490497371613424
0.9,0.9441973311767085
0.925,0.9389405580266882
0.95,0.9268095430651031
0.9750000000000001,0.9126566922765872
1.0,0.0
