theta,F1 above
0.5,0.976
0.525,0.976
0.55,0.9782359679266895
0.575,0.9782359679266895
0.6,0.9793577981651377
0.625,0.9804822043628014
0.65,0.9816091954022989
0.675,0.9827387802071346
0.7,0.9827387802071346
0.725,0.9838709677419355
0.75,0.9850057670126874
0.775,0.9850057670126874
0.8,0.9850057670126874
0.825,0.9850057670126874
0.8500000000000001,0.9850057670126874
0.875,0.9850057670126874
0.9,0.9849710982658959
0.925,0.9872241579558653
0.95,0.9870435806831566
0.9750000000000001,0.9868891537544696
1.0,0.0
