ratio,F1
0.0,0.7597122302158272
0.015,0.7864214992927865
0.03,0.8138888888888888
0.045,0.8428184281842818
0.06,0.8643617021276595
0.075,0.8980645161290323
0.09,0.9244332493702772
0.105,0.9404466501240695
0.12,0.9610705596107056
0.135,0.9698431845597104
0.15,0.9723225030084236
0.16499999999999998,0.9760191846522781
0.18,0.9772455089820359
0.195,0.978468899521531
0.21,0.9796893667861409
0.22499999999999998,0.9821215733015495
0.24,0.9869513641755634
0.255,0.9905437352245863
0.27,0.9929245283018868
0.285,0.9941107184923439
0.3,0.9941107184923439
