ratio,F1
0.0,0.6846361185983827
0.015,0.7140974967061924
0.03,0.7422680412371134
0.045,0.7738693467336684
0.06,0.8024539877300614
0.075,0.829736211031175
0.09,0.8571428571428571
0.105,0.8946772366930918
0.12,0.9215469613259669
0.135,0.942578548212351
0.15,0.9583778014941302
0.16499999999999998,0.969376979936642
0.18,0.9747899159663865
0.195,0.9780104712041885
0.21,0.9812108559498957
0.22499999999999998,0.9812108559498957
0.24,0.9833333333333333
0.255,0.9875518672199171
0.27,0.9917355371900827
0.285,0.9917355371900827
0.3,0.9927760577915377
