theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9995956328346138
0.575,0.9991912656692277
0.6,0.9987868985038415
0.625,0.9971694298422968
0.65,0.9967650626769107
0.675,0.9963606955115245
0.7,0.9963606955115245
0.725,0.9955519611807522
0.75,0.9955519611807522
0.775,0.9931257581884351
0.8,0.9919126566922766
0.825,0.9906995551961181
0.8500000000000001,0.9886777193691872
0.875,0.9874646178730287
0.9,0.9866558835422564
0.925,0.9838253133845531
0.95,0.9797816417306915
0.9750000000000001,0.9749292357460574
1.0,0.0
