theta,F1 above
0.5,0.9930069930069931
0.525,0.9930069930069931
0.55,0.9930069930069931
0.575,0.9929906542056075
0.6,0.9941520467836257
0.625,0.9953161592505855
0.65,0.9953161592505855
0.675,0.9953161592505855
0.7,0.9953161592505855
0.725,0.9953161592505855
0.75,0.9964830011723328
0.775,0.9964830011723328
0.8,0.9964664310954063
0.825,0.9964664310954063
0.8500000000000001,0.9964580873671781
0.875,0.9964497041420118
0.9,0.9964157706093191
0.925,0.9963985594237696
0.95,0.9963811821471653
0.9750000000000001,0.9975786924939467
1.0,1.0
