theta,ratio above
0.5,1.0
0.525,1.0
0.55,0.9995956328346138
0.575,0.9991912656692277
0.6,0.9979781641730692
0.625,0.997573797007683
0.65,0.9971694298422968
0.675,0.9959563283461383
0.7,0.9947432268499797
0.725,0.9939344925192074
0.75,0.9923170238576627
0.775,0.9906995551961181
0.8,0.9906995551961181
0.825,0.9894864536999596
0.8500000000000001,0.9874646178730287
0.875,0.9838253133845531
0.9,0.9822078447230085
0.925,0.9797816417306915
0.95,0.976546704407602
0.9750000000000001,0.9627982207844723
1.0,0.0
