theta,F1 above
0.5,0.8384615384615386
0.525,0.8452535760728218
0.55,0.845953002610966
0.575,0.8453333333333334
0.6,0.8493894165535957
0.625,0.8512396694214877
0.65,0.8539638386648123
0.675,0.8531468531468531
0.7,0.8591749644381222
0.725,0.86
0.75,0.8688046647230322
0.775,0.8704819277108434
0.8,0.8746177370030581
0.825,0.880248833592535
0.8500000000000001,0.8881889763779527
0.875,0.8892405063291139
0.9,0.8938906752411575
0.925,0.9008130081300814
0.95,0.9102990033222591
0.9750000000000001,0.9328743545611016
1.0,1.0
