ratio,F1
0.0,0.8550548112058465
0.015,0.8833333333333333
0.03,0.8996458087367177
0.045,0.9122807017543859
0.06,0.916083916083916
0.075,0.9211136890951277
0.09,0.9211136890951277
0.105,0.922363847045191
0.12,0.9246813441483197
0.135,0.9246813441483197
0.15,0.9257540603248259
0.16499999999999998,0.9257540603248259
0.18,0.9257540603248259
0.195,0.9380733944954128
0.21,0.9513023782559457
0.22499999999999998,0.9548532731376976
0.24,0.956031567080045
0.255,0.9572072072072072
0.27,0.9607182940516273
0.285,0.9642058165548099
0.3,0.9653631284916201
