theta,F1 above
0.5,0.9856035437430787
0.525,0.9856035437430787
0.55,0.9877641824249167
0.575,0.987709497206704
0.6,0.987709497206704
0.625,0.987709497206704
0.65,0.9876819708846584
0.675,0.9876819708846584
0.7,0.9876819708846584
0.725,0.9876819708846584
0.75,0.9876819708846584
0.775,0.9876265466816648
0.8,0.9897610921501706
0.825,0.9897142857142857
0.8500000000000001,0.9896670493685419
0.875,0.9896193771626297
0.9,0.9894982497082847
0.925,0.9893992932862192
0.95,0.9928571428571429
0.9750000000000001,0.9951807228915662
1.0,1.0
