ratio,F1
0.0,0.8373333333333334
0.015,0.8563899868247694
0.03,0.8828828828828829
0.045,0.904040404040404
0.06,0.9257425742574258
0.075,0.9478787878787879
0.09,0.962962962962963
0.105,0.9703440094899171
0.12,0.977620730270907
0.135,0.9800235017626322
0.15,0.9824150058616646
0.16499999999999998,0.9824150058616646
0.18,0.9836065573770492
0.195,0.9836065573770492
0.21,0.9836065573770492
0.22499999999999998,0.9847953216374269
0.24,0.989522700814901
0.255,0.9906976744186046
0.27,0.9942062572421785
0.285,0.9953703703703703
0.3,0.9953703703703703
