theta,F1 above
0.5,0.9772727272727272
0.525,0.9771689497716893
0.55,0.977116704805492
0.575,0.9769585253456221
0.6,0.976905311778291
0.625,0.976905311778291
0.65,0.9780346820809248
0.675,0.9802555168408827
0.7,0.9824970828471412
0.725,0.9824970828471412
0.75,0.9836065573770492
0.775,0.9870740305522914
0.8,0.9870740305522914
0.825,0.9882075471698113
0.8500000000000001,0.9905213270142179
0.875,0.990498812351544
0.9,0.9916567342073898
0.925,0.9916167664670659
0.95,0.9915764139590854
0.9750000000000001,0.9938800489596084
1.0,1.0
