theta,F1 above
0.5,0.707732634338139
0.525,0.7116402116402116
0.55,0.7125827814569536
0.575,0.7125827814569536
0.6,0.714859437751004
0.625,0.717948717948718
0.65,0.720108695652174
0.675,0.7242798353909465
0.7,0.7255172413793104
0.725,0.7275242047026279
0.75,0.7293127629733521
0.775,0.7316384180790959
0.8,0.7357954545454546
0.825,0.7363896848137537
0.8500000000000001,0.7343976777939041
0.875,0.7368421052631577
0.9,0.7374631268436579
0.925,0.7436281859070466
0.95,0.7427701674277016
0.9750000000000001,0.75
1.0,1.0
