theta,F1 above
0.5,0.6274509803921569
0.525,0.6272855133614628
0.55,0.6308345120226309
0.575,0.6287339971550497
0.6,0.6312769010043041
0.625,0.632183908045977
0.65,0.6298984034833092
0.675,0.6304985337243401
0.7,0.6323529411764707
0.725,0.6331360946745562
0.75,0.6318926974664679
0.775,0.6326836581709145
0.8,0.6312594840667678
0.825,0.6328725038402458
0.8500000000000001,0.6355140186915889
0.875,0.6362204724409449
0.9,0.6387096774193549
0.925,0.6401326699834162
0.95,0.6386554621848739
0.9750000000000001,0.6385964912280702
1.0,1.0
