theta,F1 above
0.5,0.6916167664670659
0.525,0.6917293233082707
0.55,0.6917293233082707
0.575,0.6928895612708018
0.6,0.6953846153846154
0.625,0.6934984520123839
0.65,0.6989079563182528
0.675,0.6981132075471699
0.7,0.7014218009478673
0.725,0.7072
0.75,0.7106109324758841
0.775,0.7110389610389609
0.8,0.7112561174551387
0.825,0.7161716171617161
0.8500000000000001,0.7161716171617161
0.875,0.7176079734219268
0.9,0.7181208053691276
0.925,0.7179487179487181
0.95,0.7170474516695957
0.9750000000000001,0.7207207207207207
1.0,1.0
