theta,F1 above
0.5,0.9726027397260274
0.525,0.9736540664375716
0.55,0.9758897818599311
0.575,0.9781357882623706
0.6,0.9792147806004619
0.625,0.9791666666666666
0.65,0.9803012746234067
0.675,0.9825783972125436
0.7,0.9825783972125436
0.725,0.9837209302325581
0.75,0.986013986013986
0.775,0.986013986013986
0.8,0.9859813084112149
0.825,0.9859484777517563
0.8500000000000001,0.9870740305522914
0.875,0.9869822485207101
0.9,0.9869822485207101
0.925,0.9868891537544695
0.95,0.9879807692307692
0.9750000000000001,0.9913686806411838
1.0,1.0
