theta,F1 above
0.5,0.9800884955752213
0.525,0.9800443458980044
0.55,0.9810901001112347
0.575,0.9810901001112347
0.6,0.9810901001112347
0.625,0.9832775919732442
0.65,0.9854748603351955
0.675,0.9865771812080537
0.7,0.9865771812080537
0.725,0.9865771812080537
0.75,0.9865771812080537
0.775,0.9865771812080537
0.8,0.9865771812080537
0.825,0.9865771812080537
0.8500000000000001,0.9865470852017937
0.875,0.9876265466816648
0.9,0.9887387387387387
0.925,0.9886621315192745
0.95,0.9896907216494845
0.9750000000000001,0.9918699186991871
1.0,1.0
