ratio,F1
0.0,0.9738339021615472
0.015,0.9898762654668167
0.03,0.9898762654668167
0.045,0.9898762654668167
0.06,0.9910112359550562
0.075,0.9910112359550562
0.09,0.9910112359550562
0.105,0.9910112359550562
0.12,0.9921436588103255
0.135,0.9921436588103255
0.15,0.9921436588103255
0.16499999999999998,0.9921436588103255
0.18,0.9921436588103255
0.195,0.9932735426008968
0.21,0.9932735426008968
0.22499999999999998,0.9932735426008968
0.24,0.9932735426008968
0.255,0.9944008958566629
0.27,0.9944008958566629
0.285,0.9944008958566629
0.3,0.9944008958566629
