theta,ratio above
0.5,1.0
0.525,0.9987868985038415
0.55,0.9983825313384553
0.575,0.9971694298422968
0.6,0.9963606955115245
0.625,0.9939344925192074
0.65,0.9931257581884351
0.675,0.9915082895268904
0.7,0.9894864536999596
0.725,0.9866558835422564
0.75,0.9830165790537808
0.775,0.9797816417306915
0.8,0.9777598059037607
0.825,0.9757379700768297
0.8500000000000001,0.9733117670845127
0.875,0.9716942984229681
0.9,0.9692680954306511
0.925,0.9660331581075616
0.95,0.9632025879498585
0.9750000000000001,0.9534977759805904
1.0,0.0
