theta,F1 above
0.5,0.9807909604519774
0.525,0.9807909604519774
0.55,0.9829738933030646
0.575,0.9829738933030646
0.6,0.9829351535836178
0.625,0.9829351535836178
0.65,0.9829351535836178
0.675,0.9851767388825543
0.7,0.9851767388825543
0.725,0.988558352402746
0.75,0.9885321100917431
0.775,0.9885321100917431
0.8,0.9885057471264369
0.825,0.988479262672811
0.8500000000000001,0.9884526558891454
0.875,0.988399071925754
0.9,0.989522700814901
0.925,0.9894982497082847
0.95,0.989399293286219
0.9750000000000001,0.9892215568862275
1.0,1.0
