theta,ratio above
0.5,1.0
0.525,0.9979781641730692
0.55,0.9979781641730692
0.575,0.997573797007683
0.6,0.9959563283461383
0.625,0.9947432268499797
0.65,0.9943388596845936
0.675,0.9919126566922766
0.7,0.9898908208653457
0.725,0.9886777193691872
0.75,0.9866558835422564
0.775,0.9854427820460978
0.8,0.9822078447230085
0.825,0.9797816417306915
0.8500000000000001,0.9773554387383745
0.875,0.9745248685806712
0.9,0.9720986655883542
0.925,0.9680549939344926
0.95,0.9652244237767893
0.9750000000000001,0.9559239789729074
1.0,0.8164173069146785
