theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.9983825313384553
0.575,0.9967650626769107
0.6,0.9963606955115245
0.625,0.9963606955115245
0.65,0.9959563283461383
0.675,0.9943388596845936
0.7,0.9927213910230489
0.725,0.9927213910230489
0.75,0.9902951880307319
0.775,0.9886777193691872
0.8,0.9878689850384149
0.825,0.9866558835422564
0.8500000000000001,0.9854427820460978
0.875,0.9846340477153255
0.9,0.9838253133845531
0.925,0.9818034775576223
0.95,0.9805903760614638
0.9750000000000001,0.9745248685806712
1.0,0.0
