theta,F1 above
0.5,0.9889624724061811
0.525,0.9889624724061811
0.55,0.9889624724061811
0.575,0.9900552486187846
0.6,0.9900332225913622
0.625,0.991130820399113
0.65,0.991130820399113
0.675,0.9911111111111112
0.7,0.9922135706340379
0.725,0.9922135706340379
0.75,0.9922135706340379
0.775,0.9922135706340379
0.8,0.9921962095875141
0.825,0.9921612541993281
0.8500000000000001,0.9921259842519685
0.875,0.9921259842519685
0.9,0.992108229988726
0.925,0.9931818181818182
0.95,0.9954337899543378
0.9750000000000001,0.9965556831228473
1.0,1.0
