theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.9983825313384553
0.575,0.9983825313384553
0.6,0.9983825313384553
0.625,0.9967650626769107
0.65,0.9955519611807522
0.675,0.9947432268499797
0.7,0.9947432268499797
0.725,0.9939344925192074
0.75,0.9939344925192074
0.775,0.9939344925192074
0.8,0.9931257581884351
0.825,0.9927213910230489
0.8500000000000001,0.9919126566922766
0.875,0.9911039223615042
0.9,0.9906995551961181
0.925,0.9878689850384149
0.95,0.9854427820460978
0.9750000000000001,0.98099474322685
1.0,0.0
