theta,F1 above
0.5,0.7413127413127412
0.525,0.741514360313316
0.55,0.7450462351387055
0.575,0.7476635514018691
0.6,0.7537414965986394
0.625,0.754507628294036
0.65,0.7563025210084034
0.675,0.7566807313642756
0.7,0.7589158345221112
0.725,0.7630057803468209
0.75,0.768545994065282
0.775,0.7694610778443114
0.8,0.7767584097859327
0.825,0.7813953488372093
0.8500000000000001,0.7828843106180666
0.875,0.789049919484702
0.9,0.7980295566502463
0.925,0.8073701842546064
0.95,0.8280701754385965
0.9750000000000001,0.8598130841121495
1.0,1.0
