ratio,F1
0.0,0.6916167664670659
0.015,0.7380607814761215
0.03,0.7692307692307693
0.045,0.7916083916083915
0.06,0.8191780821917808
0.075,0.8421052631578947
0.09,0.851006711409396
0.105,0.8525469168900806
0.12,0.8552278820375335
0.135,0.8598130841121495
0.15,0.8643617021276595
0.16499999999999998,0.8894668400520156
0.18,0.8994845360824743
0.195,0.9009009009009009
0.21,0.9051282051282051
0.22499999999999998,0.9065300896286812
0.24,0.907928388746803
0.255,0.909323116219668
0.27,0.9107142857142857
0.285,0.9121019108280255
0.3,0.9134860050890585
