theta,F1 above
0.5,0.9662162162162162
0.525,0.9662162162162162
0.55,0.9672316384180791
0.575,0.9672316384180791
0.6,0.9683257918552037
0.625,0.9682539682539683
0.65,0.969283276450512
0.675,0.9714285714285715
0.7,0.9736540664375717
0.725,0.9758897818599311
0.75,0.9770114942528736
0.775,0.9781357882623706
0.8,0.9803468208092486
0.825,0.9803468208092486
0.8500000000000001,0.9802555168408827
0.875,0.9802095459837019
0.9,0.982373678025852
0.925,0.9834515366430261
0.95,0.9845053635280095
0.9750000000000001,0.9876543209876543
1.0,0.0
