ratio,F1
0.0,0.9796380090497738
0.015,0.9910112359550562
0.03,0.9921436588103255
0.045,0.9944008958566629
0.06,0.9944008958566629
0.075,0.9944008958566629
0.09,0.9944008958566629
0.105,0.9944008958566629
0.12,0.9944008958566629
0.135,0.9955257270693512
0.15,0.9955257270693512
0.16499999999999998,0.9955257270693512
0.18,0.9955257270693512
0.195,0.9955257270693512
0.21,0.9966480446927374
0.22499999999999998,0.9966480446927374
0.24,0.9966480446927374
0.255,0.9977678571428571
0.27,0.9977678571428571
0.285,0.9977678571428571
0.3,0.9977678571428571
