theta,F1 above
0.5,0.9836829836829836
0.525,0.983644859813084
0.55,0.9847596717467761
0.575,0.9847596717467761
0.6,0.9847596717467761
0.625,0.9847596717467761
0.65,0.9870740305522914
0.675,0.9870740305522914
0.7,0.9870435806831567
0.725,0.9870435806831567
0.75,0.9882075471698113
0.775,0.9881796690307328
0.8,0.9881796690307328
0.825,0.9881796690307328
0.8500000000000001,0.9893238434163701
0.875,0.9893238434163701
0.9,0.9904761904761905
0.925,0.9928400954653938
0.95,0.9927710843373494
0.9750000000000001,0.9951456310679612
1.0,1.0
