theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9995956328346138
0.575,0.9991912656692277
0.6,0.9979781641730692
0.625,0.997573797007683
0.65,0.997573797007683
0.675,0.9955519611807522
0.7,0.9951475940153659
0.725,0.9935301253538212
0.75,0.9919126566922766
0.775,0.9911039223615042
0.8,0.9902951880307319
0.825,0.9890820865345734
0.8500000000000001,0.9878689850384149
0.875,0.985847149211484
0.9,0.9842296805499393
0.925,0.9826122118883946
0.95,0.9805903760614638
0.9750000000000001,0.9733117670845127
1.0,0.0
