ratio,F1
0.0,0.6325301204819278
0.015,0.6841339155749636
0.03,0.7132667617689015
0.045,0.7334273624823696
0.06,0.7647867950481431
0.075,0.7863945578231293
0.09,0.7880434782608696
0.105,0.7913279132791328
0.12,0.796221322537112
0.135,0.8010752688172044
0.15,0.8247694334650857
0.16499999999999998,0.8505154639175257
0.18,0.8564102564102564
0.195,0.8665819567979669
0.21,0.8737373737373737
0.22499999999999998,0.8779874213836477
0.24,0.8793969849246231
0.255,0.8822055137844611
0.27,0.8863920099875156
0.285,0.8863920099875156
0.3,0.8905472636815921
