theta,F1 above
0.5,0.9931350114416475
0.525,0.9942726231386025
0.55,0.9942594718714123
0.575,0.9942329873125719
0.6,0.9953810623556582
0.625,0.9953810623556582
0.65,0.9965317919075144
0.675,0.9976851851851852
0.7,0.9976851851851852
0.725,0.9976798143851509
0.75,0.9976798143851509
0.775,0.9988385598141696
0.8,0.9988358556461001
0.825,0.9988304093567251
0.8500000000000001,0.9988304093567251
0.875,0.9988221436984689
0.9,0.9988137603795968
0.925,0.9988109393579072
0.95,0.99880810488677
0.9750000000000001,0.9988023952095809
1.0,1.0
