theta,ratio above
0.5,1.0
0.525,0.9987868985038415
0.55,0.9971694298422968
0.575,0.9955519611807522
0.6,0.9947432268499797
0.625,0.9943388596845936
0.65,0.9939344925192074
0.675,0.9915082895268904
0.7,0.9902951880307319
0.725,0.9886777193691872
0.75,0.9878689850384149
0.775,0.9862515163768703
0.8,0.983420946219167
0.825,0.9818034775576223
0.8500000000000001,0.9813991103922362
0.875,0.98099474322685
0.9,0.978568540234533
0.925,0.9761423372422159
0.95,0.9708855640921957
0.9750000000000001,0.964415689446017
1.0,0.0
