theta,F1 above
0.5,0.9651293588301463
0.525,0.9662162162162162
0.55,0.9672316384180792
0.575,0.9672316384180792
0.6,0.9671574178935447
0.625,0.9715585893060296
0.65,0.9715585893060296
0.675,0.9726651480637813
0.7,0.9737142857142858
0.725,0.9759450171821306
0.75,0.9781859931113663
0.775,0.9781859931113663
0.8,0.978085351787774
0.825,0.978085351787774
0.8500000000000001,0.9780346820809248
0.875,0.9790697674418606
0.9,0.9801633605600932
0.925,0.9812206572769953
0.95,0.983372921615202
0.9750000000000001,0.9866342648845686
1.0,1.0
