ratio,F1
0.0,0.9642857142857142
0.015,0.9801324503311258
0.03,0.9867256637168142
0.045,0.9867256637168142
0.06,0.9867256637168142
0.075,0.9867256637168142
0.09,0.9867256637168142
0.105,0.9867256637168142
0.12,0.9867256637168142
0.135,0.9867256637168142
0.15,0.9867256637168142
0.16499999999999998,0.9867256637168142
0.18,0.9867256637168142
0.195,0.9900552486187846
0.21,0.9900552486187846
0.22499999999999998,0.9900552486187846
0.24,0.9911699779249448
0.255,0.9911699779249448
0.27,0.9911699779249448
0.285,0.9911699779249448
0.3,0.9922822491730982
