ratio,F1
0.0,0.7413127413127412
0.015,0.7742749054224464
0.03,0.8039457459926017
0.045,0.8327316486161251
0.06,0.8628370457209847
0.075,0.8901601830663616
0.09,0.9210233592880979
0.105,0.9456521739130436
0.12,0.9647812166488794
0.135,0.9789473684210526
0.15,0.9842931937172774
0.16499999999999998,0.9842931937172774
0.18,0.987473903966597
0.195,0.987473903966597
0.21,0.9885297184567257
0.22499999999999998,0.9895833333333333
0.24,0.9916839916839916
0.255,0.9948186528497409
0.27,0.9958592132505176
0.285,0.9979338842975207
0.3,0.9979338842975207
