ratio,F1
0.0,0.9865168539325843
0.015,0.9921259842519685
0.03,0.9921259842519685
0.045,0.9921259842519685
0.06,0.9921259842519685
0.075,0.9921259842519685
0.09,0.9921259842519685
0.105,0.9921259842519685
0.12,0.9921259842519685
0.135,0.9921259842519685
0.15,0.9921259842519685
0.16499999999999998,0.9921259842519685
0.18,0.9921259842519685
0.195,0.9921259842519685
0.21,0.9921259842519685
0.22499999999999998,0.9921259842519685
0.24,0.9921259842519685
0.255,0.9932584269662922
0.27,0.9943757030371203
0.285,0.9943757030371203
0.3,0.9943757030371203
