ratio,F1
0.0,0.9807909604519774
0.015,0.9898762654668167
0.03,0.9932735426008968
0.045,0.9966480446927374
0.06,0.9966480446927374
0.075,0.9966480446927374
0.09,0.9966480446927374
0.105,0.9966480446927374
0.12,0.9966480446927374
0.135,0.9966480446927374
0.15,0.9966480446927374
0.16499999999999998,0.9966480446927374
0.18,0.9966480446927374
0.195,0.9966480446927374
0.21,0.9966480446927374
0.22499999999999998,0.9977678571428571
0.24,0.9977678571428571
0.255,0.9988851727982163
0.27,0.9988851727982163
0.285,0.9988851727982163
0.3,0.9988851727982163
