ratio,F1
0.0,0.6350974930362118
0.015,0.6675749318801091
0.03,0.6977363515312917
0.045,0.7241830065359478
0.06,0.7582697201017812
0.075,0.7830423940149626
0.09,0.7965474722564735
0.105,0.800982800982801
0.12,0.800982800982801
0.135,0.8097560975609756
0.15,0.8126520681265208
0.16499999999999998,0.8408551068883611
0.18,0.8664343786295006
0.195,0.8781609195402299
0.21,0.8794489092996556
0.22499999999999998,0.8794489092996556
0.24,0.8794489092996556
0.255,0.8820160366552119
0.27,0.8858447488584476
0.285,0.8871151653363739
0.3,0.8909090909090909
