theta,F1 above
0.5,0.9694835680751174
0.525,0.9706227967097532
0.55,0.9706227967097532
0.575,0.971764705882353
0.6,0.9716981132075472
0.625,0.9716981132075472
0.65,0.9716981132075472
0.675,0.9727164887307236
0.7,0.9738717339667458
0.725,0.9773539928486292
0.75,0.9796893667861409
0.775,0.9796407185628743
0.8,0.9796407185628743
0.825,0.9807228915662651
0.8500000000000001,0.9806295399515739
0.875,0.9829683698296837
0.9,0.9841656516443362
0.925,0.9853300733496332
0.95,0.9852216748768473
0.9750000000000001,0.9859872611464968
1.0,1.0
