theta,ratio above
0.5,1.0
0.525,0.9963606955115245
0.55,0.9955519611807522
0.575,0.9919126566922766
0.6,0.9882733522038011
0.625,0.9850384148807116
0.65,0.9830165790537808
0.675,0.9822078447230085
0.7,0.978568540234533
0.725,0.9773554387383745
0.75,0.9720986655883542
0.775,0.966841892438334
0.8,0.9636069551152446
0.825,0.9603720177921553
0.8500000000000001,0.9571370804690659
0.875,0.9559239789729074
0.9,0.9514759401536595
0.925,0.9470279013344116
0.95,0.938536190861302
0.9750000000000001,0.9251920744035584
1.0,0.0
