theta,ratio above
0.5,1.0
0.525,1.0
0.55,1.0
0.575,0.9995956328346138
0.6,0.9995956328346138
0.625,0.9987868985038415
0.65,0.9987868985038415
0.675,0.9983825313384553
0.7,0.997573797007683
0.725,0.9967650626769107
0.75,0.9955519611807522
0.775,0.9951475940153659
0.8,0.9951475940153659
0.825,0.9939344925192074
0.8500000000000001,0.9931257581884351
0.875,0.9931257581884351
0.9,0.9923170238576627
0.925,0.9902951880307319
0.95,0.9886777193691872
0.9750000000000001,0.9846340477153255
1.0,0.7674888799029519
