ratio,F1
0.0,0.6265734265734266
0.015,0.6711772665764546
0.03,0.7046357615894039
0.045,0.7298701298701298
0.06,0.7620253164556963
0.075,0.7905824039653035
0.09,0.8083028083028083
0.105,0.8140947752126366
0.12,0.8184019370460048
0.135,0.8198307134220073
0.15,0.8226779252110977
0.16499999999999998,0.8490566037735848
0.18,0.8729792147806005
0.195,0.8807339449541284
0.21,0.8858447488584476
0.22499999999999998,0.8909090909090909
0.24,0.8934240362811791
0.255,0.8946772366930918
0.27,0.8984198645598194
0.285,0.9009009009009009
0.3,0.9070548712206047
