theta,ratio above
0.5,1.0
0.525,0.9979781641730692
0.55,0.9939344925192074
0.575,0.9902951880307319
0.6,0.983420946219167
0.625,0.9773554387383745
0.65,0.9749292357460574
0.675,0.9725030327537404
0.7,0.9696724625960372
0.725,0.9652244237767893
0.75,0.9607763849575415
0.775,0.9534977759805904
0.8,0.945410432672867
0.825,0.9401536595228468
0.8500000000000001,0.9348968863728265
0.875,0.9316619490497372
0.9,0.9251920744035584
0.925,0.9183178325919935
0.95,0.9086130206227254
0.9750000000000001,0.8944601698342095
1.0,0.0
