theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.9991912656692277
0.575,0.997573797007683
0.6,0.9943388596845936
0.625,0.9935301253538212
0.65,0.9915082895268904
0.675,0.9902951880307319
0.7,0.9890820865345734
0.725,0.9862515163768703
0.75,0.9846340477153255
0.775,0.9830165790537808
0.8,0.9818034775576223
0.825,0.978568540234533
0.8500000000000001,0.978568540234533
0.875,0.9773554387383745
0.9,0.9753336029114436
0.925,0.9720986655883542
0.95,0.9676506267691064
0.9750000000000001,0.9619894864537
1.0,0.0
