theta,F1 above
0.5,0.8776796973518285
0.525,0.8776796973518285
0.55,0.8792884371029224
0.575,0.8801020408163265
0.6,0.8817480719794345
0.625,0.8851612903225807
0.65,0.8886010362694301
0.675,0.888888888888889
0.7,0.8891820580474934
0.725,0.8909574468085107
0.75,0.8915662650602411
0.775,0.8963660834454913
0.8,0.9016393442622952
0.825,0.9035812672176308
0.8500000000000001,0.9048275862068966
0.875,0.9080779944289693
0.9,0.9098591549295775
0.925,0.9119318181818181
0.95,0.9186046511627907
0.9750000000000001,0.9415292353823088
1.0,1.0
