theta,F1 above
0.5,0.8907363420427552
0.525,0.8931572629051621
0.55,0.8939759036144577
0.575,0.8956310679611651
0.6,0.8973105134474328
0.625,0.9003690036900369
0.65,0.9012345679012346
0.675,0.904109589041096
0.7,0.9072681704260652
0.725,0.9102402022756005
0.75,0.9121019108280256
0.775,0.9125964010282775
0.8,0.9131578947368422
0.825,0.9126984126984127
0.8500000000000001,0.9146666666666667
0.875,0.9203778677462888
0.9,0.9249658935879945
0.925,0.9298486932599724
0.95,0.9357541899441341
0.9750000000000001,0.9508670520231213
1.0,1.0
