,ratio,f1_all
0,0.0,0.9499298081422555
1,0.015789473684210527,0.9663551401869159
2,0.031578947368421054,0.9794584500466854
3,0.04736842105263158,0.9860074626865671
4,0.06315789473684211,0.9901731399157697
5,0.07894736842105263,0.9911173445535296
6,0.09473684210526316,0.9939280709948624
7,0.1105263157894737,0.9948622139187295
8,0.12631578947368421,0.9962616822429906
9,0.14210526315789473,0.9967274427302478
10,0.15789473684210525,0.997196261682243
11,0.1736842105263158,0.9981290926099158
12,0.18947368421052632,0.9985974754558204
13,0.20526315789473684,0.9990654205607477
14,0.2210526315789474,0.9990654205607477
15,0.2368421052631579,0.9990654205607477
16,0.25263157894736843,0.9995324918186068
17,0.26842105263157895,0.9995324918186068
18,0.28421052631578947,1.0
19,0.3,1.0
