,ratio,f1_all
0,0.0,0.9588400374181477
1,0.015789473684210527,0.9737827715355805
2,0.031578947368421054,0.982718355908454
3,0.04736842105263158,0.9878618113912231
4,0.06315789473684211,0.9911090313523632
5,0.07894736842105263,0.9934518241347053
6,0.09473684210526316,0.9948525970987365
7,0.1105263157894737,0.9953183520599251
8,0.12631578947368421,0.9971910112359551
9,0.14210526315789473,0.9976602714085165
10,0.15789473684210525,0.9976602714085165
11,0.1736842105263158,0.99812734082397
12,0.18947368421052632,0.99812734082397
13,0.20526315789473684,0.99812734082397
14,0.2210526315789474,0.99812734082397
15,0.2368421052631579,0.99812734082397
16,0.25263157894736843,0.99812734082397
17,0.26842105263157895,0.9990645463049579
18,0.28421052631578947,0.9990645463049579
19,0.3,1.0
