,ratio,f1_all
0,0.0,0.9538461538461538
1,0.015789473684210527,0.967502321262767
2,0.031578947368421054,0.9771986970684038
3,0.04736842105263158,0.9836677554829678
4,0.06315789473684211,0.9874008399440037
5,0.07894736842105263,0.9892573563755255
6,0.09473684210526316,0.9901914992993929
7,0.1105263157894737,0.9906542056074766
8,0.12631578947368421,0.9925093632958801
9,0.14210526315789473,0.9939110070257611
10,0.15789473684210525,0.994847775175644
11,0.1736842105263158,0.9953139643861293
12,0.18947368421052632,0.9953139643861293
13,0.20526315789473684,0.9957805907172996
14,0.2210526315789474,0.9962476547842403
15,0.2368421052631579,0.9962476547842403
16,0.25263157894736843,0.9962476547842403
17,0.26842105263157895,0.9971883786316776
18,0.28421052631578947,0.9971883786316776
19,0.3,0.9971883786316776
