,theta,f1_above,f1_all,ratio_above
0,0.5,0.9248780487804878,0.9248780487804878,1.0
1,0.5263157894736842,0.9257255287752092,0.9263773768893222,0.9980842911877394
2,0.5526315789473684,0.9298158287705326,0.9313868613138686,0.9947753396029259
3,0.5789473684210527,0.9338014042126379,0.936046511627907,0.9923371647509579
4,0.6052631578947368,0.9358909641595154,0.9384391662627242,0.9907697666318356
5,0.631578947368421,0.9380440348182283,0.941404358353511,0.9872866597004528
6,0.6578947368421053,0.9401353461738678,0.9442018437651625,0.98380355276907
7,0.6842105263157895,0.9426617569700159,0.9472154963680386,0.9813653779171021
8,0.7105263157894737,0.944119212346993,0.9491525423728813,0.978753047718565
9,0.7368421052631579,0.9457281031703384,0.9511841469308845,0.9768373389063044
10,0.763157894736842,0.9458128078817735,0.9521507974867086,0.9735283873214907
11,0.7894736842105263,0.9471341124095716,0.9541726965750119,0.9705677464298154
12,0.8157894736842105,0.9502262443438914,0.9576515880654476,0.9670846394984326
13,0.8421052631578947,0.9528795811518325,0.9610014443909485,0.9616858237547893
14,0.868421052631579,0.9525525525525526,0.9620009620009621,0.956461163357715
15,0.8947368421052632,0.955,0.9654178674351584,0.9496691048415187
16,0.9210526315789473,0.9565798263193052,0.9688846337960746,0.9397422500870777
17,0.9473684210526315,0.9576023391812866,0.9722488038277511,0.9273772204806687
18,0.9736842105263157,0.9566020313942752,0.977587029089175,0.8988157436433298
19,1.0,1.0,1.0,0.0
