,ratio,f1_all
0,0.0,0.9470699432892249
1,0.015789473684210527,0.9626830420406235
2,0.031578947368421054,0.9707547169811321
3,0.04736842105263158,0.9792648444863336
4,0.06315789473684211,0.9840075258701786
5,0.07894736842105263,0.9863400847856807
6,0.09473684210526316,0.987758945386064
7,0.1105263157894737,0.987758945386064
8,0.12631578947368421,0.987758945386064
9,0.14210526315789473,0.9882242110221385
10,0.15789473684210525,0.9891560584629892
11,0.1736842105263158,0.989622641509434
12,0.18947368421052632,0.989622641509434
13,0.20526315789473684,0.9900896649362907
14,0.2210526315789474,0.992467043314501
15,0.2368421052631579,0.9962476547842403
16,0.25263157894736843,0.9962476547842403
17,0.26842105263157895,0.9962476547842403
18,0.28421052631578947,0.9962476547842403
19,0.3,0.9962476547842403
