,theta,f1_above,f1_all,ratio_above
0,0.5,0.9588400374181477,0.9588400374181477,1.0
1,0.5263157894736842,0.9633458646616542,0.9636194029850746,0.9977359804946012
2,0.5526315789473684,0.9656146961846445,0.965967365967366,0.9965168930686172
3,0.5789473684210527,0.9676190476190476,0.9682835820895522,0.9932079414838035
4,0.6052631578947368,0.9679579148732663,0.9687354176388241,0.9916405433646813
5,0.631578947368421,0.9683301343570058,0.969187675070028,0.9904214559386973
6,0.6578947368421053,0.9690821256038648,0.9700934579439252,0.988854057819575
7,0.6842105263157895,0.9708171206225681,0.971936389148737,0.9865900383141762
8,0.7105263157894737,0.9724680432645033,0.9737827715355805,0.98380355276907
9,0.7368421052631579,0.9751737835153923,0.9766355140186916,0.9810170672239638
10,0.763157894736842,0.9768145161290321,0.9785247432306257,0.9773598049460118
11,0.7894736842105263,0.9769585253456222,0.9789817842129847,0.9738766980146291
12,0.8157894736842105,0.9805977975878344,0.982718355908454,0.9681295715778474
13,0.8421052631578947,0.9813532232285562,0.9836524988323213,0.9649947753396029
14,0.868421052631579,0.9833243679397525,0.9855072463768116,0.9625566004876349
15,0.8947368421052632,0.9851892484914975,0.9874008399440037,0.9578544061302682
16,0.9210526315789473,0.9862700228832952,0.9887955182072828,0.9484500174155347
17,0.9473684210526315,0.98805256869773,0.990645463049579,0.9390456287008011
18,0.9736842105263157,0.9906166219839142,0.9934518241347053,0.9188436084987809
19,1.0,1.0,1.0,0.0
