,ratio,f1_all
0,0.0,0.7938144329896906
1,0.015789473684210527,0.8238341968911919
2,0.031578947368421054,0.8578811369509043
3,0.04736842105263158,0.8795811518324607
4,0.06315789473684211,0.8848167539267016
5,0.07894736842105263,0.8900523560209423
6,0.09473684210526316,0.8952879581151834
7,0.1105263157894737,0.9086161879895562
8,0.12631578947368421,0.9086161879895562
9,0.14210526315789473,0.9222797927461139
10,0.15789473684210525,0.9246753246753248
11,0.1736842105263158,0.9326424870466321
12,0.18947368421052632,0.9381443298969072
13,0.20526315789473684,0.9408740359897172
14,0.2210526315789474,0.9435897435897436
15,0.2368421052631579,0.9462915601023018
16,0.25263157894736843,0.9462915601023018
17,0.26842105263157895,0.9487179487179487
18,0.28421052631578947,0.9487179487179487
19,0.3,0.9514066496163684
