,ratio,f1_all
0,0.0,0.7246376811594202
1,0.015789473684210527,0.7647058823529411
2,0.031578947368421054,0.810344827586207
3,0.04736842105263158,0.8498583569405099
4,0.06315789473684211,0.8683473389355743
5,0.07894736842105263,0.8839779005524862
6,0.09473684210526316,0.9046321525885558
7,0.1105263157894737,0.9159891598915989
8,0.12631578947368421,0.9268292682926829
9,0.14210526315789473,0.9293478260869565
10,0.15789473684210525,0.9376693766937668
11,0.1736842105263158,0.9433962264150944
12,0.18947368421052632,0.946236559139785
13,0.20526315789473684,0.9572192513368983
14,0.2210526315789474,0.96
15,0.2368421052631579,0.9653333333333334
16,0.25263157894736843,0.9735449735449736
17,0.26842105263157895,0.9735449735449736
18,0.28421052631578947,0.9735449735449736
19,0.3,0.9735449735449736
