,theta,f1_above,f1_all,ratio_above
0,0.5,0.84375,0.84375,1.0
1,0.5263157894736842,0.8473684210526314,0.8481675392670156,0.9985358711566618
2,0.5526315789473684,0.8496042216358839,0.8511749347258485,0.997559785261103
3,0.5789473684210527,0.8518518518518517,0.8534031413612565,0.9960956564177648
4,0.6052631578947368,0.8579088471849865,0.8601583113456465,0.9936554416788678
5,0.631578947368421,0.8579088471849865,0.8601583113456465,0.9931673987310884
6,0.6578947368421053,0.8571428571428571,0.8601583113456465,0.9921913128355295
7,0.6842105263157895,0.8610354223433243,0.8647214854111405,0.9902391410444119
8,0.7105263157894737,0.8610354223433243,0.8647214854111405,0.9892630551488532
9,0.7368421052631579,0.8633879781420766,0.8670212765957447,0.9887750122010737
10,0.763157894736842,0.8681318681318682,0.8723404255319149,0.9873108833577355
11,0.7894736842105263,0.8698060941828255,0.8746666666666667,0.9858467545143973
12,0.8157894736842105,0.8722222222222223,0.8776595744680852,0.9838945827232797
13,0.8421052631578947,0.877094972067039,0.8835978835978835,0.9814543679843827
14,0.868421052631579,0.8813559322033899,0.8894736842105262,0.9775500244021474
15,0.8947368421052632,0.8927536231884058,0.9023746701846964,0.972181551976574
16,0.9210526315789473,0.8947368421052632,0.9052631578947369,0.9687652513421181
17,0.9473684210526315,0.9003021148036255,0.9138381201044387,0.9619326500732065
18,0.9736842105263157,0.9050632911392406,0.9222797927461139,0.9507076622742802
19,1.0,1.0,1.0,0.0
