,ratio,f1_all
0,0.0,0.7705382436260623
1,0.015789473684210527,0.8123249299719888
2,0.031578947368421054,0.8397790055248618
3,0.04736842105263158,0.861878453038674
4,0.06315789473684211,0.88268156424581
5,0.07894736842105263,0.9025069637883008
6,0.09473684210526316,0.9106145251396648
7,0.1105263157894737,0.9187675070028012
8,0.12631578947368421,0.9307479224376731
9,0.14210526315789473,0.9424657534246574
10,0.15789473684210525,0.9539295392953929
11,0.1736842105263158,0.9651474530831099
12,0.18947368421052632,0.9679144385026738
13,0.20526315789473684,0.9706666666666667
14,0.2210526315789474,0.973404255319149
15,0.2368421052631579,0.973404255319149
16,0.25263157894736843,0.9761273209549072
17,0.26842105263157895,0.9761273209549072
18,0.28421052631578947,0.9761273209549072
19,0.3,0.9842105263157895
