,ratio,f1_all
0,0.0,0.43734643734643736
1,0.015789473684210527,0.4642857142857143
2,0.031578947368421054,0.4827586206896552
3,0.04736842105263158,0.5139664804469274
4,0.06315789473684211,0.550561797752809
5,0.07894736842105263,0.5838150289017341
6,0.09473684210526316,0.6091954022988506
7,0.1105263157894737,0.6458923512747876
8,0.12631578947368421,0.6722222222222223
9,0.14210526315789473,0.6975476839237057
10,0.15789473684210525,0.7421052631578947
11,0.1736842105263158,0.7611548556430446
12,0.18947368421052632,0.7772020725388601
13,0.20526315789473684,0.7928388746803069
14,0.2210526315789474,0.8091603053435115
15,0.2368421052631579,0.8211586901763224
16,0.25263157894736843,0.8241206030150754
17,0.26842105263157895,0.83
18,0.28421052631578947,0.83
19,0.3,0.8329177057356608
