,ratio,f1_all
0,0.0,0.16
1,0.015789473684210527,0.2154882154882155
2,0.031578947368421054,0.2671232876712329
3,0.04736842105263158,0.3214285714285714
4,0.06315789473684211,0.3917525773195876
5,0.07894736842105263,0.4451827242524917
6,0.09473684210526316,0.4755700325732899
7,0.1105263157894737,0.4903225806451613
8,0.12631578947368421,0.5420560747663552
9,0.14210526315789473,0.5775075987841946
10,0.15789473684210525,0.5903614457831325
11,0.1736842105263158,0.6395348837209301
12,0.18947368421052632,0.659025787965616
13,0.20526315789473684,0.6927374301675978
14,0.2210526315789474,0.7142857142857143
15,0.2368421052631579,0.7247956403269754
16,0.25263157894736843,0.7351351351351351
17,0.26842105263157895,0.745308310991957
18,0.28421052631578947,0.748663101604278
19,0.3,0.7586206896551725
